idx,orig_idx,col,row,z_um,z_plane_equiv,x_um,y_um,n_views_matched,peak_corr,center_spread_px,mean_trace_corr,min_trace_corr,primary_view
147,147,77.84419716376149,29.81686447950684,-8.0,-4.0,77.84419716376149,29.81686447950684,4,1.8042055107122743,1.6414712090075634,0.727574159137787,0.727574159137787,3
148,148,45.264045365445256,174.89870588117589,4.0,2.0,45.264045365445256,174.89870588117589,4,1.2408634155098524,0.5651089228277145,0.6198355702291624,0.6198355702291624,3
149,149,41.44415439745221,86.07063825116593,-6.0,-3.0,41.44415439745221,86.07063825116593,4,2.160141851875474,1.3276336775154338,0.807301070980027,0.807301070980027,3
150,150,171.50329302195632,49.11337376433405,-2.0,-1.0,171.50329302195632,49.11337376433405,4,1.398018377921997,0.4654766567273972,0.596046475996442,0.596046475996442,3
151,151,49.19891362641985,37.73232728623647,-20.0,-10.0,49.19891362641985,37.73232728623647,4,0.9079274059163257,5.1901817630102025,0.34284346881765787,0.34284346881765787,3
152,152,136.9131485208903,26.76169650817765,-12.0,-6.0,136.9131485208903,26.76169650817765,4,1.3337721377028755,2.3148410455455357,0.6633627019409611,0.6633627019409611,3
153,153,109.99828489013868,91.09135488617504,-10.0,-5.0,109.99828489013868,91.09135488617504,4,1.4165973054531862,2.5617424143136485,0.5142095286907625,0.5142095286907625,3
154,154,209.7098573301578,57.54988411591917,4.0,2.0,209.7098573301578,57.54988411591917,4,1.0359082595412763,0.5651089228277282,0.5717733333831605,0.5717733333831605,3
155,155,249.96821348270393,246.2368305395922,2.0,1.0,249.96821348270393,246.2368305395922,4,1.353266080833615,0.24406950739880942,0.5237837189991191,0.5237837189991191,3
156,156,61.048986737143906,89.50591416195053,-6.0,-3.0,61.048986737143906,89.50591416195053,4,1.965414876866423,1.5133343779039117,0.6845137632256463,0.6845137632256463,3
157,157,190.60266766492254,11.72395952147568,0.0,0.0,190.60266766492254,11.72395952147568,4,1.9681595976044952,0.24341086996923533,0.70141321270265,0.70141321270265,3
158,158,7.801014782282641,45.396643748792854,-4.0,-2.0,7.801014782282641,45.396643748792854,4,1.6830047708995202,0.9924592692006816,0.6480182189332242,0.6480182189332242,3
159,159,73.14242768382327,120.5317837164765,-2.0,-1.0,73.14242768382327,120.5317837164765,4,1.2438133350839697,0.4654766567273898,0.5445695299961132,0.5445695299961132,3
160,160,156.5385648426497,77.252818151399,-16.0,-8.0,156.5385648426497,77.252818151399,4,0.6197610706907456,4.138341399337048,0.3418708184478588,0.3418708184478588,3
