m2_plane,m2_roi,source,col,row,z_um,corr_or_best_r,primary_view,m1_idx,d_xy_px,d_z_um,n_pass,accepted,snr
29,76,recovered_bin_refined,79.90597175136881,236.7773856501896,14.0,0.6323617913326556,3,-1,,1.0,4,1,1.4244112257392154
29,77,recovered_bin_refined,55.15159917328374,123.24632893682185,6.0,0.6513183094398622,3,-1,,9.0,4,1,1.3847491455345209
29,80,recovered_bin_refined,213.57543808608676,137.4788429978959,10.0,0.6989762188748436,3,-1,,5.0,4,1,1.6305156115991049
29,90,recovered_bin_refined,17.827326573637187,131.69381968989404,10.0,0.6901140267815705,3,-1,,5.0,4,1,1.4770867308118791
29,92,recovered_bin_refined,128.5930622385048,217.36255622279,4.0,0.9104679614547018,3,-1,,11.0,4,1,2.641128332540905
29,95,recovered_bin_refined,67.56994378918117,236.14726171564902,8.0,0.7261474866865376,3,-1,,7.0,4,1,1.5577161181855521
29,109,recovered_bin_refined,234.93873296869026,81.29895807130957,20.0,0.399446459637481,4,-1,,5.0,4,1,1.341168674776929
29,110,recovered_bin_refined,87.26116201010026,239.18589455397793,14.0,0.6442293851417001,2,-1,,1.0,4,1,1.3436754216488458
29,114,recovered_bin_refined,41.68608676199382,216.687452719148,16.0,0.5004210577134128,3,-1,,1.0,4,1,1.385789917630916
29,133,recovered_bin_refined,139.248984246107,136.18369376417084,10.0,0.6537759013941496,2,-1,,5.0,4,1,1.4216141130606401
29,149,recovered_bin_refined,89.86216243349061,95.85752947132113,4.0,0.6973747296510625,3,-1,,11.0,4,1,1.3711895791213131
29,152,recovered_bin_refined,223.8173320393981,206.3764331687231,14.0,0.5511345266848527,1,-1,,1.0,4,1,1.3322433050464708
29,154,recovered_bin_refined,239.6253525501593,203.22140793539248,24.0,0.8199354112130742,2,-1,,9.0,4,1,1.7152884861359359
29,172,recovered_bin_refined,120.43411938137685,60.35771614559942,4.0,0.6762655178488595,3,-1,,11.0,4,1,1.3993911052433252
29,199,recovered_bin_refined,243.38590502961551,8.156811565103906,10.0,0.7576200212671503,2,-1,,5.0,4,1,1.4842582842242757
