plane_id,roi_idx,x,y,z_um_plane,snr
24,147,140.77272727272728,134.36363636363637,5.0,1.4958415213437932
24,152,118.04347826086956,58.03260869565217,5.0,1.4920969056554654
24,153,213.97979797979798,137.5252525252525,5.0,1.9221239665893162
24,155,212.46280991735537,98.38842975206612,5.0,1.4136006337930997
24,157,27.34108527131783,146.96899224806202,5.0,1.6078721418858557
24,160,98.44554455445545,200.78217821782178,5.0,1.400352180573033
24,163,174.5529411764706,6.023529411764706,5.0,1.563359880427837
24,168,159.5686274509804,80.15686274509804,5.0,1.4374172561494183
24,170,214.8,48.36842105263158,5.0,1.290038240597406
24,171,193.74774774774775,98.44144144144144,5.0,1.494552924797969
24,172,125.65116279069767,16.488372093023255,5.0,1.4144200961021975
24,175,66.34343434343434,101.4949494949495,5.0,1.377363182917532
24,177,82.3969465648855,236.3587786259542,5.0,1.3520939878164533
24,180,222.9784946236559,203.61290322580646,5.0,1.4164541301245124
24,185,237.40506329113924,52.322784810126585,5.0,2.3654987210436262
24,187,246.11111111111111,20.604938271604937,5.0,2.2171145527672396
24,189,232.5142857142857,146.01904761904763,5.0,1.4006769368319716
24,190,68.72388059701493,235.7537313432836,5.0,2.1971147071355532
24,215,10.390243902439025,15.902439024390244,5.0,2.172005562067096
24,227,93.37623762376238,218.33663366336634,5.0,1.4718953991365984
24,232,41.45669291338583,203.10236220472441,5.0,1.858446417374186
24,238,154.67123287671234,17.589041095890412,5.0,1.3481275158805297
24,239,144.7578125,222.140625,5.0,1.5839001434398352
24,242,129.58823529411765,226.2450980392157,5.0,2.048116721067476
24,254,145.86021505376345,92.26881720430107,5.0,1.4166452583219442
29,2,198.15454545454546,165.52727272727273,15.0,1.892015677259578
29,5,23.5,172.19444444444446,15.0,2.091256829972432
29,7,209.50434782608696,59.07826086956522,15.0,1.4196244446784256
29,9,157.4018691588785,39.16822429906542,15.0,1.3993499289195008
29,22,236.11904761904762,119.6984126984127,15.0,1.7567921748992155
29,27,21.364341085271317,24.54263565891473,15.0,1.4156322657933866
29,28,213.75213675213675,112.94871794871794,15.0,1.5459585504279048
29,29,106.2536231884058,197.31884057971016,15.0,1.5793150595372105
29,30,142.96,15.108571428571429,15.0,1.557793098881636
29,31,171.88679245283018,149.0062893081761,15.0,1.605037495689477
29,33,27.311377245508982,154.85029940119762,15.0,1.5656690721272013
29,36,234.59259259259258,222.5185185185185,15.0,1.6198730956005416
29,37,12.056,217.312,15.0,2.212888997638357
29,38,223.43795620437956,120.17518248175182,15.0,1.4734143096176877
29,40,195.92857142857142,125.04761904761905,15.0,2.6546963329975464
29,41,228.00574712643677,167.06896551724137,15.0,2.601853667605331
29,44,145.96190476190475,214.37142857142857,15.0,1.7664080059911225
29,45,70.22916666666667,208.01388888888889,15.0,1.427032144075353
29,47,60.6412213740458,211.98473282442748,15.0,1.4059309315629693
29,48,45.51456310679612,175.5242718446602,15.0,1.4077408648021126
29,52,214.7829457364341,67.94573643410853,15.0,1.345492996044888
29,54,186.2155172413793,30.448275862068964,15.0,1.3513068060988622
29,56,14.7984496124031,81.44186046511628,15.0,2.087088331748145
29,61,10.080808080808081,171.55555555555554,15.0,1.3388947804219666
29,63,8.67741935483871,86.41129032258064,15.0,1.5809088911010414
29,66,111.77702702702703,8.743243243243244,15.0,1.4541144539580209
29,67,128.5748031496063,57.95275590551181,15.0,1.416365445686742
29,70,169.70247933884298,50.86776859504132,15.0,1.3464259223648736
29,71,97.0,201.29347826086956,15.0,1.35889040630636
29,76,81.58653846153847,237.84615384615384,15.0,1.4244112257392154
29,77,54.93650793650794,125.75396825396825,15.0,1.3847491455345209
29,80,214.73469387755102,137.9387755102041,15.0,1.6305156115991049
29,90,19.75,133.17241379310346,15.0,1.4770867308118791
29,92,128.09154929577466,218.50704225352112,15.0,2.641128332540905
29,95,68.30252100840336,237.21848739495798,15.0,1.5577161181855521
29,109,234.02247191011236,84.96629213483146,15.0,1.341168674776929
29,110,88.91304347826087,236.2608695652174,15.0,1.3436754216488458
29,114,44.511811023622045,219.82677165354332,15.0,1.385789917630916
29,133,140.69811320754718,133.66037735849056,15.0,1.4216141130606401
29,149,92.5,99.46808510638297,15.0,1.3711895791213131
29,152,222.94444444444446,203.5793650793651,15.0,1.3322433050464708
29,154,242.67521367521368,198.44444444444446,15.0,1.7152884861359359
29,172,120.96052631578948,61.11842105263158,15.0,1.3993911052433252
29,199,245.425,8.125,15.0,1.4842582842242757
